Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
13-12-2019,704.86,708.02,700.18,703.56,12668303
16-12-2019,697.60,709.75,696.60,708.91,11892718
17-12-2019,695.86,703.12,692.68,697.66,20324601
18-12-2019,701.72,703.56,695.55,695.99,14742077
19-12-2019,716.90,719.11,699.91,700.76,20507816
20-12-2019,712.07,720.29,710.73,719.15,21271510
23-12-2019,699.74,702.47,693.68,694.70,25107772
24-12-2019,688.63,700.02,686.87,698.62,18048449
26-12-2019,674.80,691.52,672.46,686.49,29761019
27-12-2019,686.80,688.51,677.43,679.96,17677571
30-12-2019,687.62,689.16,680.43,688.40,17123749
31-12-2019,674.20,687.40,671.53,686.64,22203005
01-01-2020,672.22,680.01,670.39,675.96,14004468
02-01-2020,683.66,686.18,673.28,673.28,17710316
03-01-2020,684.48,686.49,678.18,682.64,20984698
06-01-2020,668.61,680.37,667.05,676.85,24519177
07-01-2020,678.90,683.30,673.95,676.40,16683622
08-01-2020,673.80,683.28,672.39,674.62,16047902
09-01-2020,689.32,690.21,681.86,685.13,14982742
10-01-2020,689.16,693.75,685.60,691.05,12478359
13-01-2020,687.40,694.08,685.04,688.00,18282382
14-01-2020,681.03,690.21,677.67,685.75,15816535
15-01-2020,678.56,685.71,676.07,683.91,15817859
16-01-2020,684.82,687.24,680.41,680.85,12847975
17-01-2020,704.01,705.77,691.63,691.76,29463471
20-01-2020,682.35,716.48,679.70,716.48,32545850
