Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
09-10-2019,572.17,572.99,554.40,557.71,17427270
10-10-2019,559.32,571.15,557.75,569.22,11556858
11-10-2019,558.50,570.24,553.91,565.30,17186318
14-10-2019,561.11,568.33,557.85,563.25,12267802
15-10-2019,569.80,570.71,562.25,562.32,8400374
16-10-2019,568.89,575.36,563.76,573.80,10586816
17-10-2019,568.38,572.97,565.16,571.87,12243614
18-10-2019,572.57,574.83,568.54,570.92,11233806
22-10-2019,577.37,585.61,574.25,585.61,20006228
23-10-2019,578.44,582.24,574.43,580.89,10190214
24-10-2019,575.88,584.29,571.33,581.42,13107494
25-10-2019,572.57,580.89,568.38,577.69,12993542
27-10-2019,576.62,578.58,575.36,577.67,1750082
29-10-2019,578.86,585.78,576.62,576.76,14232568
30-10-2019,581.58,588.27,579.09,580.91,12011366
31-10-2019,573.20,588.83,571.68,585.94,13217706
01-11-2019,577.72,579.44,571.92,577.23,11512260
04-11-2019,576.23,582.35,572.59,580.70,9935176
05-11-2019,577.46,579.93,572.59,578.16,12367810
06-11-2019,585.45,586.55,572.13,578.84,12130336
07-11-2019,588.74,591.53,582.35,587.48,16963034
08-11-2019,584.96,590.27,583.03,586.55,13251496
11-11-2019,589.22,590.97,582.59,583.54,14286610
13-11-2019,585.87,591.67,584.03,587.92,9293496
14-11-2019,593.49,594.93,585.71,588.78,11055218
15-11-2019,595.35,598.66,592.18,598.12,9279012
18-11-2019,587.97,596.07,586.41,594.93,9130292
19-11-2019,592.56,594.00,587.52,589.48,10570578
20-11-2019,593.23,597.70,590.27,593.07,11054258
21-11-2019,597.89,599.59,590.90,591.79,12019526
22-11-2019,589.22,598.03,587.94,598.03,7688010
25-11-2019,592.18,596.10,588.95,588.95,7893556
26-11-2019,594.02,596.21,590.25,595.61,8716002
27-11-2019,595.58,599.01,592.23,594.47,9580666
28-11-2019,589.48,597.75,587.94,596.42,12366040
29-11-2019,593.98,596.28,583.28,590.60,15567626
02-12-2019,589.69,593.51,586.36,593.51,8946204
03-12-2019,584.87,591.20,584.12,590.83,6991906
04-12-2019,583.12,585.57,574.99,583.52,11395614
05-12-2019,580.30,586.43,578.04,584.96,12772494
06-12-2019,580.51,587.01,576.86,581.86,13774650
09-12-2019,579.07,582.28,576.55,582.12,8265350
10-12-2019,582.12,584.05,580.07,582.82,9788900
11-12-2019,581.77,584.22,578.86,582.40,11054642
12-12-2019,588.69,591.41,583.75,583.75,12913148
13-12-2019,588.81,592.77,586.66,589.34,11775186
16-12-2019,585.78,591.67,581.51,591.32,11327576
17-12-2019,592.18,593.91,584.85,587.01,12427354
18-12-2019,602.08,605.18,593.37,597.73,17447172
19-12-2019,600.43,608.21,599.17,607.98,13018376
20-12-2019,604.11,605.46,596.35,600.41,15026044
23-12-2019,606.77,607.51,600.43,605.18,10195782
24-12-2019,600.59,606.16,599.57,604.99,7179208
26-12-2019,591.88,601.85,589.18,600.85,14949758
27-12-2019,594.00,595.86,591.67,592.60,7092992
30-12-2019,597.33,600.41,593.56,597.26,9334190
31-12-2019,592.65,597.24,591.04,597.24,8357056
01-01-2020,595.68,596.33,591.95,594.51,3673698
02-01-2020,599.47,600.06,595.86,595.86,6137166
03-01-2020,590.93,598.66,588.69,597.35,10855550
06-01-2020,578.14,587.85,575.83,587.01,10890186
07-01-2020,587.29,592.35,583.40,586.50,14724494
08-01-2020,585.75,588.01,577.72,580.93,11332110
09-01-2020,592.32,594.37,588.46,589.34,9546316
10-01-2020,597.59,599.54,594.05,598.24,9214580
13-01-2020,599.12,604.02,594.47,597.59,7451568
14-01-2020,600.76,602.18,595.16,600.52,7886290
15-01-2020,598.31,600.03,593.58,599.31,11787448
16-01-2020,599.89,601.45,596.03,597.28,7150400
17-01-2020,595.47,598.61,592.56,597.14,16918814
