Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
30-10-2018,537.29,540.71,519.24,522.22,8793411
31-10-2018,559.12,564.45,540.10,540.79,11947995
01-11-2018,543.07,561.80,537.29,561.80,5860244
02-11-2018,539.45,550.48,537.69,542.46,6654067
05-11-2018,542.50,544.62,535.17,540.46,5799426
06-11-2018,542.87,549.83,538.14,544.05,6975525
07-11-2018,550.24,551.87,547.39,548.20,758956
09-11-2018,537.20,553.09,533.95,553.09,9694143
12-11-2018,541.03,550.97,539.49,542.50,7118080
13-11-2018,542.26,543.93,534.60,540.46,4137808
14-11-2018,532.07,542.26,521.73,542.26,7323026
15-11-2018,534.68,542.50,526.78,532.72,5513390
16-11-2018,530.16,539.65,524.74,537.53,8583785
19-11-2018,530.85,539.24,528.86,536.80,6018930
20-11-2018,522.46,534.35,521.40,530.85,5384830
21-11-2018,504.30,521.36,498.59,521.32,14359086
22-11-2018,505.64,511.67,502.38,506.86,6632975
26-11-2018,506.21,511.55,488.62,505.84,15075209
27-11-2018,520.42,522.14,509.35,509.51,12285851
28-11-2018,542.83,544.70,521.32,522.09,17719890
29-11-2018,538.47,549.75,536.63,546.57,13399070
30-11-2018,543.68,547.39,538.39,538.43,10445773
03-12-2018,546.04,553.09,542.46,548.32,8260890
04-12-2018,558.18,560.62,546.82,547.84,7827923
05-12-2018,555.04,556.88,547.79,556.35,5177288
06-12-2018,544.54,558.34,541.32,550.73,8039771
07-12-2018,556.18,558.59,542.17,547.39,5553948
10-12-2018,545.11,557.00,541.85,545.68,5121196
11-12-2018,549.42,555.45,538.10,545.11,7120933
12-12-2018,552.68,554.43,546.25,551.54,6926183
13-12-2018,568.36,570.19,553.90,555.53,7521474
14-12-2018,575.12,581.35,565.63,568.12,9560576
17-12-2018,565.63,579.85,564.29,579.85,4778465
18-12-2018,551.13,559.20,549.46,559.20,8021298
19-12-2018,541.56,547.02,538.51,547.02,8295459
20-12-2018,543.36,547.02,534.68,537.61,11705260
21-12-2018,526.37,537.21,524.13,537.21,12802132
24-12-2018,528.65,536.63,527.51,535.17,8379825
26-12-2018,524.62,527.02,519.16,527.02,6178552
27-12-2018,535.01,540.26,528.65,531.71,15333902
28-12-2018,535.13,540.46,532.15,540.34,4736598
31-12-2018,536.76,539.24,534.19,537.61,3373319
01-01-2019,541.73,542.74,532.85,538.39,2943390
02-01-2019,544.98,549.02,539.28,542.50,7416655
